filename	acq_time	scan_exclusion_reason
perf/sub-HML1119_ses-01_acq-prod_m0scan.nii.gz	2025-10-11T15:33:59.250000	cgain_incorrect
perf/sub-HML1119_ses-01_acq-prod_asl.nii.gz	2025-10-11T15:36:19.227500	no_valid_m0
