filename	acq_time	scan_exclusion_reason
dwi/sub-HML0102_ses-01_dwi.nii.gz	2023-06-15T08:03:22.912500	no_valid_rpe
fmap/sub-HML0102_ses-01_dir-PA_epi.nii.gz	2023-06-15T08:12:30.905000	wrong_phase_encode_direction
