filename	acq_time	scan_exclusion_reason
dwi/sub-HML0739_ses-01_dwi.nii.gz	2024-12-30T08:23:39.467500	no_valid_rpe
fmap/sub-HML0739_ses-01_dir-PA_epi.nii.gz	2024-12-30T08:32:52.140000	wrong_phase_encode_direction
