filename	acq_time	scan_exclusion_reason
perf/sub-HML0202_ses-01_acq-prod_m0scan.nii.gz	2022-10-25T11:40:40.167500	cgain_incorrect
perf/sub-HML0202_ses-01_acq-prod_asl.nii.gz	2022-10-25T11:41:58.317500	no_valid_m0
